customer_text,final_intent,source_file,source_intent
@AmazonHelp But how did return window expired ? Is it my fault ? I raised complain on 01 November and product was delivered on 28 October 2017. Y did your executives lied 2 me that return pickup has been generated? Y did you executives told me that it's Amazon will take care of return issue?,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
@115821 Hey stop showing me unwanted sponsored products..I will buy what I want not #whatyouwant. #stopwastingtime,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
@AmazonHelp It says I can do it starting November 22... which is today. But it won’t let me file the claim yet.,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
@AmazonHelp I have replied at least a dozen times... You asking me tovreply will not change ny claim,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
@AmazonHelp I called the customer care thrice and no help yet. I got a message saying product delivered. This is cheating by #Amazon,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
@AmazonHelp I want to present the claim in usps and it does not leave me because I'm not insured. Who takes charge of my loss?,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
"@AmazonHelp I'll wait till 9pm and call customer service tomorrow if I do not get anything. The fact that they haven't left me a single delivery slip proving that they've even tried to deliver this is the most frustrating part. If I still don't receive my package, what's your refund policy?",return_request_or_policy,Pasted markdown(2).md,refund_return_issue
@115850 What the hell is going on. Let me give u an inside you made a worst call this time. We will go for the last stand. I need refund thats it.,return_request_or_policy,Pasted markdown(2).md,refund_return_issue
@AmazonHelp No. Will try that thanks,non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
@AmazonHelp I have already done that,non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
@115850 poor service..i sent many messages regarding to my issue but still it can't solve my problem..,non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
@AmazonHelp It’s been resolved. Thank you so much for reaching out to me.,non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
@AmazonHelp Many thanks! :),non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
"@AmazonHelp No, you don't appreciate my understanding. I asked yes or no!? Can't you just reply",non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
@AmazonHelp Thanks anyway for your help. I appriciate it :),non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
"@115821 @AmazonHelp @115850 @14862 @218245 @131027 @14863 @1560 There is no solutions provided by the service center, they have given me the estimate and asked to mail you so you give approval to pay",non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
@AmazonHelp I have already done it. No avail,non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
@AmazonHelp Did not know that! thanks for the info,non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
"@115850 I really don't think it's working? Even after filling up everything, trying to contact again ND again but seriously?? Is there any 1% chance that any of your customer executive gonna respond towards the problem or they only resolve the issues of celebrities !",non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
"@AmazonHelp Please explain to me how this will help, I've heard the same copy/paste response over and over. https://t.co/SQbU0ZzAib",non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
@AmazonHelp How many times should I keep doing this?!?!???,non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
@AmazonHelp Have provided the required details. Expecting a quick resolution of the issue. Thanks.,non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
@AmazonHelp I already did that,non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
@AmazonHelp Already given many times,non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
@AmazonHelp just did thank you.,non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
@134682 @115850 @171328 @115850 Please give me a solution. I'm fed up with all u. I cannot follow up like this.,non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
@AmazonHelp Thank you for helping me out. You are great!,non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
@AmazonHelp already contacted your customer support team.. they are of no help..if u cant call then arrange for a call from your senior management. @115851 I guess atleast this you get it done,non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
"@AmazonHelp Awesome I'll try that, thanks!",non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
"@AmazonHelp Well OK, but we don't normally give our details to strangers. Actually we do, if they have carrots.",non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
@AmazonHelp Thank u so much,non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
"@AmazonHelp Which is what I did in the first place. Frustrating. 2nd time this has happened, no one seems willing or able to help.",non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
@AmazonHelp done many times bt their answers wer unsatisfied!,non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
@AmazonHelp T tried tried and tried but in vein. I feel cheated,non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
"@AmazonHelp Ok, thank you very much for the answer :)",non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
@AmazonHelp thank you for your very quick response!! :D,non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
"@AmazonHelp I have written a LONG Story on the link, please solve my problem at the earliest!!",non_actionable,Pasted markdown(2).md,issue_resolved_or_thanks
"@115830 sometimes I appreciate a company going the extra mile but not one who rings my doorbell at 23:35 and when I open the door find nobody there until a man shouts across the cul-de-sac ""I'VE LEFT A PARCEL ON YOUR DOORSTEP"" WTF?",delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
@AmazonHelp annoyed by an email stating my parcel will not be delivered today and could take up to 4 days from now #StayedInAllDayForNothing,delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
@AmazonHelp No it doesn't help I already checked that can't you contact the driver to see where he may have put it ?,delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
"@115821 one of your drivers has left my parcel somewhere , not notified me where at all and no one is answering on your investigations team???",delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
@AmazonHelp No. Not at any neighbour's well - not that that was what we requested - that we can see. And given no number left...,delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
"I've had a delivery off @115830, but where is my parcel, Amazon took a photo, but I haven't got a package. It looks small-ish, letterbox? https://t.co/GkuwmsZgCV",delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
Great job @115821 @AmazonHelp leaving my parcels on the doorstep for the whole world to see!!! Glad we pay delivery for no actual reason,delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
To the a-hole who stole my amazon package. I wish you an eternity of painful and bloody diarrhea 🙃,delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
@AmazonHelp I called customer service she didn’t listen at all I just wanted to complain that my parcels are always left outside and doorbell not rang,delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
@115821 Why is this a girl's step stool?,delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
@AmazonHelp Got my package in the last hour. Thanks for the quick response,delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
@AmazonHelp your delivery drivers really need training. Stack them up in front of the door 👍🏽 https://t.co/gvQQuTmvc5,delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
@115830 where is my package?!?!?!? I ordered it on October 23rd and it still isn’t here!!!!!,delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
@AmazonHelp @253565 I feel your pain. I currently have 2 packages missing or delayed.,delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
@115830 Sooo my parcel has been 'left in the letterbox' yet I can't find it anywhere! #help,delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
"Ok, the first sign of the apocalypse.. My @115830 package didn't arrive when it said it would 😮 https://t.co/DRq7UqZANH",delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
@AmazonHelp why do u use @118706 2 deliver when their drivers don't have decency to ring the customer's bell &amp; leave note b/c its large pack?,delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
"@115830 No doorbell ring, nothing in clearly visible postbox. Don't hire delivery people that don't know how to deliver or use human houses. (/2)",delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
"@AmazonHelp I don’t know, it’s a delivery to Welford in Northampton. The parcels for no 3 are abandoned by my front door even though there’s a big no 1 on my gate at head height.",delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
@AmazonHelp also meant to be getting another parcel today - which i paid for extra fast delivery and its not yet dispatched!!,delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
@AmazonHelp This link did not help. I am still missing my packages.,delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
Hrm. @115830 parcel I'm having delivered to work not arrived yet. Leave for the weekend in just over an hour...,delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
"@AmazonHelp Yes, it just says “Amazon Carrier” so I don’t know who that is? And it says “handed to resident”. If they put it in the garden they put a note through, and if they give it to a neighbour it tells me their name and the note says which house. This is highly unusual! https://t.co/uJmjvzfk24",delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
A little annoyed my @115830 delivery was delivered this afternoon while I was at work and just left outside my front door! Any1 could have,delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
This is recent packaging fail by @115830 - it’s obviously jewellery. I’m lucky it’s not been stolen!! https://t.co/kk1o3svGeY,delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
"@AmazonHelp No, it was ok. But a very unsafe thing to do.",delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
"@AmazonHelp order marked as delivered, tracked as handed to resident, no where to be seen (certainly not in my Safe Place Enclosed Front Porch). I'm using Twitter to track whenever this happens now, so I have dates and times of issue deliveries (there are so many).",delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
"@AmazonHelp Just wanted to say well done to the Amazon Delivery Driver that managed to throw my parcel onto a first floor balcony, which was then left in the rain over night. You Sir, are a credit to the profession. #amazonprime",delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
@AmazonHelp delivery driver has just smashed up my clearly marked sealed letterbox and forced a parcel through am very upset,delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
@117093 are the delivery drivers not supposed to provide doorstep delivery for apt over 2 flights of stairs w/ elevator options?,delivery_attempt_or_driver,Pasted markdown(2).md,package_delivery_issue
I did not receive cashback of1500 INR on using SBI card for buying OnePlus 5 device on Amazon. @115850 @AmazonHelp @115821 . Bad service.,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
Bought my #OnePlus5T from @115850's #OnePlus5TSale!! Yay yay yay...can't wait to receive it! 😎🎊📱🎉😍🎁,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
@AmazonHelp Sorry sir but I cancelled my order i was disappointed. It was #HeartBroken moment for me. I didn't get a sleep because of excitement and my whole was ruined. I even dropped idea of buying a new phone. Sorry Sir but emotions and dreams are crushed! https://t.co/Lj51UQar1A,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
@AmazonHelp coz i hv recievd a defective mobile yesterday and now i dont want to buy that same mobile and telling that they wont refund me the amount,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
@115850 10% discount is not showing in my SBI card when I am select it with Emi. I have simply save platinum Sbi master card,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
"@653275 @115850 Bless I was selling my@old iPhone. Guess what. It’s been a month and Amazon has lost the phone. Forget tracing the phone, they can’t even trace my problem. Keep asking me again and again to explain the problem. Made a mistake with Amazon",product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
@115850 So I had ordered a Moto G5s and I got a Moto G5 plus. Please do something about it. Thank you https://t.co/n2A4CMzr4U,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
@AmazonHelp Nokia blue and copper colours are not available when it have available,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
@132994 @115850 Waiting for no cost emi on Bajaj finserv card. Hoping to see it in Christmas offers,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
"https://t.co/r91GxqEJvG, FRAUD BY https://t.co/qrIecolxpt , I ordered i phone 📱 7 &amp; all u can in video that what i get delivered..? https://t.co/RFfkqZd8UK",product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
@115850 the diagnostic test identifies my phone as one plus 3 and gives me less discount while it actually is a OnePlus 3T 128GB variant https://t.co/vu4VpbVM7h,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
@AmazonHelp I am on assurance from last four days. Your team given me 13 October deadline. I want my phone within two days.,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
@115850 2 diff.xchnge prices 4 the same phone! 1plus-8300 Nokia8-4320 even if nokia8 is costlier than 1plus! Weird logic!! https://t.co/DkvSlvMlwl,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
@115850 @AmazonHelp @23773 @951 Just wasted 15k on a defective G5S PLUS. Lost faith in Amazon &amp; Moto. *Sighs*,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
I ordered Moto M on @115850 . They sent a defective piece. Now not giving replacement. This happened twice. Fake festive offers,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
@AmazonHelp So just to clarify is Redmi 4A available only through flash sales??,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
@AmazonHelp I ordered iPhone SE 128gb space grey and this is what was delivered. https://t.co/C2yRY0Xy84,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
I've ordered a Samsung Galaxy A9 pro few days ago and it was stated to be delivered today.. @115821.com @AmazonHelp @115850,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
"@AmazonHelp wrst srvce, bought moto g5 S + , rported prblm within 10 days but no one is replacing the product. @118702 @4030",product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
@AmazonHelp I bay a mobile on 5th October but I not get it till now.,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
@115850 @174957 just ordered a Nokia 6 eagerly waiting https://t.co/CPyIZNU7gg,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
@115850 your help would really appreciated __email__ Yet to get confirmation for the pick up of my motog5plus,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
@AmazonHelp got my phone battery case and my iPhone doesn’t recognize it. It says it is for iPhone 6 and uses Lighting port,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
"@115821 , not get idea offer as promised by u. N mobile hangs, jio sim does not work properly. Want to return it. https://t.co/IGtHOuoPDs",product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
@115851 @115850 My wife phone died out and i needed a new phone urgently Pay 100 INR extra for gurrented delivey by wed (2/n),product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
"@AmazonHelp Genuine offers, u only gave the offer of free mobile but now",product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
"@AmazonHelp Till when is the no cost EMI option available on one plus 5 as I don't wanna miss it , I want to buy it on exchange with EMI , resolve ASAP",product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
Hi Just buy @132995 5T from @115850 using @3021 Debit card. But did not get the instant discount of INR 1500.00 Please help me out with this... @139570 @AmazonHelp https://t.co/nJLc1EvR1Z,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
@115850 how to activate my spill and drop protection I got with my mobile?,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
@115850. Provide exchange facility @ 507101 location for consumer items and electronics ...,product_or_app_support,Pasted markdown(2).md,mobile_phone_purchase_issue
"@AmazonHelp To be fair, Amazon have been great, it’s DPD who don’t seem to care and aren’t being accountable for losing my purchase. It seems that Amazon need to change their distributors as I’m not the only one who feels their service isn’t good enough.",customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
Such poor help and support from amazon. Selling on amazon looks like a nightmare! @115850 Been transferred to four different departments like a government office.,customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
@AmazonHelp Thank you dear amazon team.. My issue is solved.,customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
"@AmazonHelp You shared this link to me which opens contact us page. Already contacted even tweeted, I paid you 500 rs on 22 sept, ban seller &amp; refund. https://t.co/P6swGHajpA",customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
Amazon India Best quality product always and exceptional service.😍 #faithrestored,customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
"Dear Amazon India, Flipkart I have a deep grievance that I face past week and it happened again today. Someone... https://t.co/zPgc3WoITM",customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
"@AmazonHelp I shared details 100 times, could u plz check details. U doing all this, and making such excuses bcoz u r #fraud. Call in 5 min",customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
"@115850 Looks like @115850 is a #GameofThrones fan,hope she is ready as #WinterandDiwaliiscoming #amazonfestiveriddles 😉😊 https://t.co/sxEcZkIv29",customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
@AmazonHelp it’s been more than 72 hours and no response from #amazon CS saying the issue has been elevated. @115850 service sucs,customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
@AmazonHelp Change your gaeway many people have done a fraud in your amazon.in site by order amazon egv by hacked indian credit card,customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
"Amit Agarwal, Manish Tiwary @115850 : Yr philosophy ""Anything a customer can think of,he or she should be able to find it on Amazon""reminds me of the Changi airport philosophy. Anything a transit passenger can think of,they have already thought of! ..1/2",customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
@amazonhelp #sellercentral: Jeff Bezos's team has taken genuine reimbursement claims from us to become second richest man. SHAME ON HIM,customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
@AmazonHelp I contacted Thrice and I got no proper response. And seriously this s the 4th time I'm facing such issue with amazon delivery!!,customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
I am that type of person who breath in and breath out when internet connection goes down while browsing Amazon 😎 @115850,customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
Hey @115851 @115821 $751 in fraudulent charges on my account. Cannot seem to get transferred to your fraud department.#notcool,customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
.@117093 @AmazonHelp I won’t be renewing amazon fresh next month. Your driver’s are too lazy to take totes. #sickoftotes #lazydrivers https://t.co/4x7Ej1nPQm,customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
"@115821 @AmazonHelp 6 days later and still unable to resolve; shame on you AmazonPrime, 10 calls, 3 chats, 7 emails later??",customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
@115821 one issue 28 days multiple escalations yet no results this is the way Amazon cutomer support works #totally #disgusting ☹️,customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
@115821 is there anyone at Amazon that has any brains. My god I have never been quite so frustrated in my life.,customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
"Hey amazon, looks like somebody dropped the ball. 😒 #dumbestideaever #ihadfilminthere… https://t.co/f0FMcS8B7b",customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
"@115850 all people listing Amazon is fraud, corrupted, seamless, used seller but fund detected for new products so don't buy any products from fraud Amazon",customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
"@AmazonHelp I have sent about 4 email, almost a week now and still no call from Amazon.",customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
"@115850 i 'm not able to contact amazon customer serv. for past 2 months. Every time i call ,after few menus cal gets disconnected.Sort it",customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
@115821 who do I contact to file a complaint against the contracted Amazon delivery service and drivers? #Amazon,customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
@115850 had complaint on 408-5664066-2980338 ; for last 15 days not being resloved. Never seen Amazon acting this slow. Bad packing from Supplier and masala all over the place despite raising the issue no resloution seen. 3 complaint raised so far to Amazon,customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
I want to buy some stuff from @115821 but they are not shipping to my address. That stuff doesn't available on Amazon India. What should I,customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
@AmazonHelp Have provided d details wonder at wat speed u resolve the issue. Will wait n watch if it’s genuine effort or yet another gimmick of amazon,customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
@115850 @115851 your service is pathetic in urban areas of India. Done with use amazon never going to use in my life,customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
@AmazonHelp Amazon just don’t fucking make any silly excuses i have already replied you. Just look if you people are not blind then.Waiting since 20days,customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
@AmazonHelp Seller is cloudtail which is jv of amazon.in and catamaran. Do you still blame it on seller ? ```,customer_service_complaint,Pasted markdown(2).md,amazon_customer_service_issue
Why won't it let me sign in to @115830,account_access_or_security,Pasted markdown(6).md,account_login_issue
"@AmazonHelp That link takes me to a login page. I’m unable to login, I get through email and password but then have to input a verification code..1/2",account_access_or_security,Pasted markdown(6).md,account_login_issue
@115830 need help..pretty sure accounts been hacked,account_access_or_security,Pasted markdown(6).md,account_login_issue
"@AmazonHelp It would be nice if you read my tweet before, I am saying that my account is LOCKED. Can you please read what I stated above and not give me some bullshit answer back, thanks.",account_access_or_security,Pasted markdown(6).md,account_login_issue
"@AmazonHelp I'm unable to sign in, I don't have access to my account because it is blocked",account_access_or_security,Pasted markdown(6).md,account_login_issue
@AmazonHelp unlock my account by tomorrow PLEASE email: __email__,account_access_or_security,Pasted markdown(6).md,account_login_issue
@AmazonHelp This is the screen Chrome and Firefox send me to when I sign in. https://t.co/QhHWQBjp7B,account_access_or_security,Pasted markdown(6).md,account_login_issue
@115821 I cannot log in despite going through the password change. You have not responded to my email. Problems? #amazon,account_access_or_security,Pasted markdown(6).md,account_login_issue
@AmazonHelp I need help restoring an account? Trying to change an email address and it says it’s already in use,account_access_or_security,Pasted markdown(6).md,account_login_issue
@AmazonHelp I appreciate the offer but the whole problem is I cannot get into my account. I can speak on the phone after 6 pm ET or email details,account_access_or_security,Pasted markdown(6).md,account_login_issue
@AmazonHelp I can sign in fine. It just won’t verify any of my bank accounts so I can transfer funds I’ve earned to them.,account_access_or_security,Pasted markdown(6).md,account_login_issue
@AmazonHelp Yes I can log into my account now that I have changed the password. But the online rep I already dealt with was useless,account_access_or_security,Pasted markdown(6).md,account_login_issue
@AmazonHelp Just unlock/unfreeze my account! That's all I am asking.,account_access_or_security,Pasted markdown(6).md,account_login_issue
@AmazonHelp I can’t sign back in.,account_access_or_security,Pasted markdown(6).md,account_login_issue
"@AmazonHelp August, I can no longer log into my account to be more specific, I can only provide the date and cost of the items. My account for shut down due to suspicious activity around the same time.",account_access_or_security,Pasted markdown(6).md,account_login_issue
@AmazonHelp Message saying we need to confirm who you are ?????? But you haven’t sent the code to my email ????,account_access_or_security,Pasted markdown(6).md,account_login_issue
@AmazonHelp I can't log in without my password.,account_access_or_security,Pasted markdown(6).md,account_login_issue
@115850 Now I'm switching to @118702,account_access_or_security,Pasted markdown(6).md,account_login_issue
"Hey @AmazonHelp yesterday and today when I’ve tried to log in or reset my password the website says I don’t have an account and I definitely do. And when I try to go to customer support I have to log in to get there, which if I could do I wouldn’t have to go to customer support.",account_access_or_security,Pasted markdown(6).md,account_login_issue
@AmazonHelp We have email and stiill not right we could do with speaking to a person now. Our account is still showing wrong details HELP!,account_access_or_security,Pasted markdown(6).md,account_login_issue
@AmazonHelp I know just bringing it to your attention.... There are some horrid little scammers out there,account_access_or_security,Pasted markdown(6).md,account_security_scam_issue
@AmazonHelp I'm nt able 2 login 2 my amazon Acct. Hw cn I provide the detail in the link u hav given?? Order # 408-9654945-5900334 @115850 @115851,account_access_or_security,Pasted markdown(6).md,account_security_scam_issue
@AmazonHelp From amazon they told me that as long as it takes 24 hours. My order would be sent on 29/11 so I need urgently to unlock the account!,account_access_or_security,Pasted markdown(6).md,account_security_scam_issue
@153005 hey i get scam emails directly from the call center of @115821 ... This is just easy~!,account_access_or_security,Pasted markdown(6).md,account_security_scam_issue
@AmazonHelp My registered mail with Amazon is __email__ Let me know what more details you want I am ready to share even my secret birth marks here in open do as to expose fraud Amazon. Do not try to deviate and run away,account_access_or_security,Pasted markdown(6).md,account_security_scam_issue
"@226078 @1386 @115850 i purchased bms+amazon gv, all are locked. why the hell this is done,i want my money,solve this issue",account_access_or_security,Pasted markdown(6).md,account_security_scam_issue
I get so many scam e-mails pretending to be from @115821 that I don't trust the real ones anymore. Just me? #Amazon #EmailScams #EmailGeeks,account_access_or_security,Pasted markdown(6).md,account_security_scam_issue
My @115821 account was hacked. Contacting cust serv for past 45 days still nothing is fixed. @117795 is good only if it works 🙄 #Amazonaddiction is too bad.,account_access_or_security,Pasted markdown(6).md,account_security_scam_issue
@115850 is this really yoi offering? Or some scam? Please authenticate and validate https://t.co/9J0SZUmTUJ,account_access_or_security,Pasted markdown(6).md,account_security_scam_issue
@115821 @AmazonHelp #amazonhacked #amazonaccounthacked My account has been hacked AGAIN! https://t.co/W3rsgiXP3h,account_access_or_security,Pasted markdown(6).md,account_security_scam_issue
@115830 @AmazonHelp when I try and log in it says 'no account found for that email address' - it's an amazon account I've had for years linked to my hotmail email. I am worried! Help! It's got e.g. all my kindle books on it!,account_access_or_security,Pasted markdown(6).md,account_security_scam_issue
@AmazonHelp __email__ the Amazon account associated with this emailid,account_access_or_security,Pasted markdown(6).md,account_security_scam_issue
"@115821 Is there a way to combine an old Amazon account and a current account, if I no longer have access to the old email? Thanks.",account_access_or_security,Pasted markdown(6).md,account_security_scam_issue
"@115821 This morning someone went into my amazon account and change my password and email. I called to submit a ticket, but I am worried they will make purchases. Can you access that account and shut it down? Do I make a new account? What happens to my #twitch/Amazon prime? https://t.co/1Tky6TOUOY",account_access_or_security,Pasted markdown(6).md,account_security_scam_issue
"Hey @115830 You cool with Woodystoyshop taking my money, failing to deliver and failing to answer emails sent though your site?",account_access_or_security,Pasted markdown(6).md,account_security_scam_issue
"@115821 72 hours &amp; my a/c is still locked, my orders stuck &amp; #AmazonIndia does not care at all. No phone or emails from account manager. 1/3",account_access_or_security,Pasted markdown(6).md,account_security_scam_issue
"@AmazonHelp I did not receive anything I changed the password from amazon website but it did not work, even if i write the code it says incorrect",account_access_or_security,Pasted markdown(6).md,account_security_scam_issue
@AmazonHelp my amazon account was locked. I uploaded the credit card statement as requested but it keeps getting declined. Pls help.,account_access_or_security,Pasted markdown(6).md,account_security_scam_issue
@AmazonHelp hi I've had an email about renewing my Amazon prime subscription that seems a bit odd. Are there any phishing scams you're aware of?,account_access_or_security,Pasted markdown(6).md,account_security_scam_issue
@AmazonHelp I sent the requested info via that link and I mentioned it for better support which I am not getting from Amazon at all.,customer_service_complaint,Pasted markdown(6).md,amazon_customer_service_issue
@115821 this is how Amazon India will dupe you..digital mafia..even they are telling no guarantee of refund in 2019 also @115850 @116935 @115830 @116618 @AmazonHelp @117634 @144779 @115828 @115851 https://t.co/u0Jip0hFsJ,customer_service_complaint,Pasted markdown(6).md,amazon_customer_service_issue
@AmazonHelp Why u need me to report for your deliberate discrimination towards me. I used to value Amazon high. But recent incedent s force to believe that Amazon is non reliable. If we report thr mistake that also behave like gundas,customer_service_complaint,Pasted markdown(6).md,amazon_customer_service_issue
@AmazonHelp @115850 Pathetic service provided by you now have lost complete trust on Amazon. Probably will never shop in future.Worst customer service,customer_service_complaint,Pasted markdown(6).md,amazon_customer_service_issue
@115821 can you please tell me what can i do for receiving the better service experience from amazon.till now service quality is zero...,customer_service_complaint,Pasted markdown(6).md,amazon_customer_service_issue
"@137341 Jeff Bezos, you should be ashamed. You people have looted in India. You are cutting public pockets. You are not ashamed https://t.co/RLbdXelBEU",customer_service_complaint,Pasted markdown(6).md,amazon_customer_service_issue
